Geography Name,County FIPS,County Name,Place FIPS,Total Population,Population Density (Per Sq. Mile),Area (Land),Under 5 Years,5 to 9 Years,10 to 14 Years,15 to 17 Years,18 to 24 Years,25 to 34 Years,35 to 44 Years,45 to 54 Years,55 to 64 Years,65 to 74 Years,75 to 84 Years,85 Years and Over,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More Races,Not Hispanic or Latino:,Hispanic or Latino,Population 25 Years and Over:,Less than High School,High School Graduate (Includes Equivalency),Some College,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Population 25 Years and Over:.1,Less than High School.1,High School Diploma,Bachelor's Degree or Better,Households:,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or More",Median Household Income (In 2020 Inflation Adjusted Dollars),Median Household Income Occupied Housing Units:,Owner Occupied,Renter Occupied,Per Capita Income (In 2020 Inflation Adjusted Dollars),Occupied Housing Units:,Owner Occupied.1,Renter Occupied.1,Owner Occupied Housing Units:,"White Alone, Not Hispanic or Latino Homeowners ",Non-White Homeowners,Owner-Occupied Housing Units:,"Less than $20,000","$20,000 to $49,999","$50,000 to $99,999","$100,000 to $149,999","$150,000 to $299,999","$300,000 to $499,999","$500,000 to $749,999","$750,000 to $999,999","$1,000,000 or More",Population Under 18 Years of Age for Whom Poverty Status Is Determined:,Living in Poverty,At or Above Poverty Level,Population Age 18 to 64 for Whom Poverty Status  Is Determined:,Living in Poverty.1,At or Above Poverty Level.1,Population Age 65 and Over for Whom Poverty  Status Is Determined:,Living in Poverty.2,At or Above Poverty Level.2,Rural Capacity (Headwaters Index),Social Vulnerability (CDC Index),Percent of Land in 500-Year Floodplain,Percent of Land in 100-Year Floodplain,Total Percent of Land at Some Level of Flood Risk,Application Number,Project Title,Project Description ,Applicant,Applicant Type,Project Type,Application Date,State Agency Requested for Funding,Funding Request ($),Total Project Budget ($),Funding Decision Year,Award Date,Grant Award ($),Encumbered ($),City/Town,County,Place ID
Dover town,49,Craven,3717660.0,283.0,294.9,0.96,1.0,5.0,5.0,35.0,22.0,20.0,7.0,42.0,57.0,67.0,19.0,3.0,92.0,187.0,0.0,0.0,0.0,0.0,4.0,283.0,0.0,215.0,63.0,84.0,42.0,23.0,0.0,0.0,3.0,215.0,63.0,126.0,26.0,130.0,6.0,3.0,23.0,14.0,13.0,2.0,4.0,6.0,9.0,19.0,9.0,11.0,8.0,0.0,3.0,0.0,40000.0,40000.0,47250.0,19464.0,21592.0,130.0,93.0,37.0,93.0,37.0,56.0,93.0,0.0,13.0,46.0,12.0,14.0,0.0,8.0,0.0,0.0,46.0,10.0,36.0,148.0,23.0,125.0,89.0,39.0,50.0,51.0,0.83,,,,8.0,Channel Run Phase II,"River Bend, specifically in the Channel Run Subdivision, is subject to frequent flooding due to its topography. Following Hurricane Florence, the town contracted with an engineer to investigate the area, assess elevations, and make recommendations to improve drainage to reduce flooding. Golden LEAF flood mitigation grant funds will be used to implement Phase II of the project, re-grading and resloping natural drainage infrastructure (ditches) throughout the community. Completion of Phase II will ensure that water flows efficiently and effectively to mitigate flooding. All of the work will be done within the town's rights-of-way or within stormwater outfall lines already owned by the town. The town will contribute funds to complete the project. There are households located in the immediate project areas, with additional households in the neighborhood that will also benefit from reduced flooding after completion of Phase II. This project will also reduce flooding on a primary road through the development. ",Town of River Bend,Local Government,Infrastructure,3/14/22,Golden LEAF Foundation Flood Mitigation Program,,,2022.0,6/2/22,250000.0,250000.0,River Bend,Craven,
Dover town,49,Craven,3717660.0,283.0,294.9,0.96,1.0,5.0,5.0,35.0,22.0,20.0,7.0,42.0,57.0,67.0,19.0,3.0,92.0,187.0,0.0,0.0,0.0,0.0,4.0,283.0,0.0,215.0,63.0,84.0,42.0,23.0,0.0,0.0,3.0,215.0,63.0,126.0,26.0,130.0,6.0,3.0,23.0,14.0,13.0,2.0,4.0,6.0,9.0,19.0,9.0,11.0,8.0,0.0,3.0,0.0,40000.0,40000.0,47250.0,19464.0,21592.0,130.0,93.0,37.0,93.0,37.0,56.0,93.0,0.0,13.0,46.0,12.0,14.0,0.0,8.0,0.0,0.0,46.0,10.0,36.0,148.0,23.0,125.0,89.0,39.0,50.0,51.0,0.83,,,,22.0,Rose Street Pump Retrofit,"The City of New Bern experiences flooding along Rose Street in the Duffyfield community during frequent rain events. The flooding can take up to 2 weeks to fully dewater. In 2020, the city completed a multiphase feasibility study to create the Duffyfield Resiliency Improvement Initiative. Retrofitting of the stormwater pump station on Rose Street was identified as one of the projects to reduce repetitive flooding in this area. Golden LEAF flood mitigation grant funds will be used to modify the existing stormwater pump to allow for better mitigation against larger storm events and lowering the water levels in the Duffyfield community. The city is currently pursuing funding from the NC Land and Water Fund, the NC DOJ Environmental Enhancement Grant, and a Resilient Coastal Communities Grant to implement strategies identified. There are households, businesses, other public and private entities, and a healthcare facility that are in the immediate project area that will benefit from this project. ",City of New Bern,Local Government,Infrastructure,6/30/22,Golden LEAF Foundation Flood Mitigation Program,,,2022.0,10/6/22,249760.0,249760.0,New Bern,Craven,
Drexel town,23,Burke,3717860.0,1725.0,1248.5,1.38,62.0,70.0,60.0,24.0,117.0,207.0,179.0,265.0,344.0,260.0,104.0,33.0,1568.0,42.0,0.0,51.0,0.0,32.0,32.0,1628.0,97.0,1392.0,152.0,456.0,504.0,163.0,67.0,17.0,33.0,1392.0,152.0,960.0,280.0,744.0,42.0,43.0,24.0,36.0,47.0,42.0,23.0,41.0,21.0,75.0,98.0,128.0,81.0,22.0,8.0,13.0,57609.0,57609.0,62300.0,27054.0,29217.0,744.0,576.0,168.0,576.0,527.0,49.0,576.0,21.0,10.0,169.0,164.0,195.0,17.0,0.0,0.0,0.0,216.0,51.0,165.0,1101.0,117.0,984.0,301.0,23.0,278.0,78.0,0.66,0.18,2.09,2.27,19.0,Bethel Park Stream Restoration Phase 1,"Bethel Park is a highly utilized recreational park located at the convergence of East Prong Hunting Creek and Fiddlers Run in the City of Morganton. The park currently experiences frequent flooding during heavy rainfall events resulting in standing water and sediment deposition around the athletic field and on the majority of the walking trail encompassing the outer park boundary. Area residents also report flooding impacting their property. The city had a detailed assessment of the watershed conducted, including hydrologic and hydraulic modeling to determine necessary improvements. The overall proposed project involves two phases. Golden LEAF flood mitigation grant funds will be used to support implementation of Phase I which includes stream restoration for East Prong Hunting Creek including excavating a lower floodplain at the elevation of the existing incised stream channel, excavating floodplain benches along the new stream alignment to provide increased flow capacity, establishing a riparian buffer along the banks of East Prong Hunting Creek, constructing bioretention swales to direct overbank stormwater flows into the streams, replacing an existing bridge once the stream is widened, redesigning an existing culvert to improve flow, relocating an existing dog park away from the stream to reduce the pollutant load to downstream receiving waters, and elevating recreational areas such as the athletic field and walking track to mitigate flood impacts on the most used open areas. Additional funding for Phase 1 was awarded by the North Carolina Land and Water Fund Grant in 2021 as well as match funding from the City. There are households located in the immediate project area that will benefit from completion of this project. ",City of Morganton,Local Government,Infrastructure,5/31/22,Golden LEAF Foundation Flood Mitigation Program,,,2022.0,10/6/22,250000.0,250000.0,Morganton,Burke,
Dublin town,17,Bladen,3718040.0,380.0,873.2,0.44,8.0,15.0,52.0,54.0,32.0,57.0,36.0,21.0,22.0,45.0,23.0,15.0,262.0,116.0,0.0,2.0,0.0,0.0,0.0,369.0,11.0,219.0,5.0,56.0,142.0,4.0,12.0,0.0,0.0,219.0,5.0,198.0,16.0,136.0,6.0,6.0,0.0,28.0,4.0,12.0,9.0,24.0,12.0,0.0,1.0,14.0,4.0,3.0,10.0,3.0,40375.0,40375.0,44375.0,38750.0,19301.0,136.0,74.0,62.0,74.0,61.0,13.0,74.0,0.0,8.0,22.0,10.0,23.0,6.0,5.0,0.0,0.0,129.0,8.0,121.0,168.0,10.0,158.0,83.0,11.0,72.0,49.0,0.96,,,,7.0,"Elizabethtown Stormwater Master Plan and Assessment, Phase 1","Elizabethtown experiences frequent flooding with more noticeable impacts in its central subbasin, eastern subbasin, and along Glenwood Drive in the western part of the town. The town is characterized by fairly flat, low-lying topography, which causes floodwaters to stand longer. Golden LEAF flood mitigation grant funds will be used to develop a Stormwater Master Plan. Components of this project include updating the town’s asset inventory, field data collection, modeling of existing watersheds, development of concept plans, and a summary report that will include recommendations. As this is a town-wide project, the benefiting population includes all households and public and private entities in the town.",Town of Elizabethtown,Local Government,Planning,3/9/22,Golden LEAF Foundation Flood Mitigation Program,,,2022.0,6/2/22,132000.0,132000.0,Elizabethtown,Bladen,
Duck town,55,Dare,3718060.0,584.0,241.8,2.42,10.0,24.0,11.0,9.0,44.0,18.0,27.0,89.0,126.0,123.0,90.0,13.0,566.0,0.0,0.0,10.0,0.0,2.0,6.0,576.0,8.0,486.0,16.0,38.0,144.0,172.0,68.0,30.0,18.0,486.0,16.0,182.0,288.0,289.0,6.0,7.0,5.0,4.0,7.0,10.0,9.0,6.0,6.0,19.0,18.0,43.0,25.0,57.0,26.0,41.0,107083.0,107083.0,112188.0,37500.0,69007.0,289.0,259.0,30.0,259.0,259.0,0.0,259.0,0.0,0.0,0.0,2.0,9.0,109.0,84.0,30.0,25.0,54.0,0.0,54.0,304.0,38.0,266.0,226.0,5.0,221.0,,0.02,30.47,48.7,79.16,21.0,Roanoke Island Drainage Improvements,"The Roanoke Colony residential neighborhood in Dare County experiences frequent flooding during major storm events due to undersized drainage structures in this flat, low-lying area on the northern end of Roanoke Island. After Hurricane Matthew, NCDOT and Dare County completed the 2019 Roanoke Island Flooding Analysis which proposed drainage improvements. Golden LEAF flood mitigation grant funds will be used to incorporate recommendations to upsize pipes and implement other improvements to the area. Areas upstream flood more frequently and the study determined undersized piping in the project area slowed the drainage of those properties. Proposed work includes replacing 150 linear feet of existing pipe with a larger size, enclosing the ditch within Roanoke Colony with drainage pipe with drop inlets, replacing the culvert beneath Roanoke Trail, removing the culvert immediately downstream of the airport property, and regrading/widening the ditch that runs between the Outer Banks SPCA and airport. Homes located in the upstream area identified in the analysis will benefit from this project.",Dare County,Local Government,Infrastructure,6/23/22,Golden LEAF Foundation Flood Mitigation Program,,,2022.0,10/6/22,250000.0,250000.0,County,Dare,
Dudley CDP,191,Wayne,3718080.0,1841.0,667.1,2.76,412.0,45.0,118.0,111.0,408.0,83.0,41.0,320.0,102.0,152.0,49.0,0.0,779.0,986.0,0.0,0.0,0.0,42.0,34.0,1115.0,726.0,747.0,177.0,369.0,22.0,165.0,14.0,0.0,0.0,747.0,177.0,391.0,179.0,395.0,0.0,13.0,59.0,11.0,0.0,49.0,8.0,0.0,0.0,39.0,62.0,0.0,46.0,0.0,0.0,108.0,63484.0,63484.0,,,23071.0,395.0,337.0,58.0,337.0,95.0,242.0,337.0,0.0,11.0,257.0,8.0,61.0,0.0,0.0,0.0,0.0,686.0,396.0,290.0,954.0,227.0,727.0,201.0,0.0,201.0,,0.9,0.42,1.42,1.85,,,,,,,,,,,,,,,,,
Dundarrach CDP,93,Hoke,3718300.0,60.0,45.6,1.32,0.0,0.0,0.0,0.0,0.0,16.0,5.0,6.0,21.0,12.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,60.0,22.0,32.0,6.0,0.0,0.0,0.0,0.0,60.0,22.0,38.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,80000.0,80000.0,,,26118.0,24.0,12.0,12.0,12.0,12.0,0.0,12.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,48.0,12.0,0.0,12.0,6.0,0.95,0.0,8.55,8.55,,,,,,,,,,,,,,,,,
Dunn city,85,Harnett,3718320.0,9738.0,1417.5,6.87,551.0,586.0,631.0,238.0,800.0,1368.0,954.0,1068.0,1283.0,1228.0,742.0,289.0,5110.0,3861.0,40.0,48.0,0.0,547.0,132.0,9018.0,720.0,6932.0,967.0,2431.0,2204.0,936.0,296.0,59.0,39.0,6932.0,967.0,4635.0,1330.0,4133.0,418.0,404.0,353.0,357.0,269.0,297.0,199.0,231.0,208.0,326.0,316.0,343.0,182.0,115.0,51.0,64.0,34464.0,34464.0,51348.0,21908.0,22576.0,4133.0,2219.0,1914.0,2219.0,1450.0,769.0,2219.0,12.0,83.0,651.0,550.0,736.0,144.0,28.0,0.0,15.0,1971.0,785.0,1186.0,5456.0,1139.0,4317.0,2069.0,249.0,1820.0,66.0,0.85,1.19,5.88,7.07,2.0,Town-wide Hydrologic + Hydraulic (H+H) Analysis,"Lillington is subject to frequent flooding which makes roads impassable and reduces access to emergency services. The town began to recognize how severe the stormwater system’s limitations are after a major rainstorm in 2020. Following the rain event, the town identified several areas of inadequate and damaged stormwater infrastructure. Golden LEAF flood mitigation grant funds will be used for engineering expenses for analysis and planning regarding ten flooding hotspots. There are households, public and private entities within the immediate project area of the identified hotspots. The entire town will benefit from this project. Major highways, including NC 210, US 401, US 421, and NC 27 will also benefit since they pass through Lillington and are frequently closed during heavy rain events.",Town of Lillington,Local Government,Planning,2/23/22,Golden LEAF Foundation Flood Mitigation Program,,,2022.0,6/2/22,225250.0,225250.0,Lillington,Harnett,
Durham city,63,Durham,3719000.0,276341.0,2450.0,112.79,18297.0,16076.0,15160.0,9251.0,30265.0,53736.0,37925.0,32743.0,29973.0,20590.0,8428.0,3897.0,133832.0,103580.0,736.0,14846.0,149.0,9084.0,14114.0,238163.0,38178.0,187292.0,19226.0,30616.0,41632.0,49980.0,28962.0,8175.0,8701.0,187292.0,19226.0,72248.0,95818.0,114420.0,6828.0,4309.0,3610.0,4871.0,5399.0,6046.0,5154.0,5247.0,4518.0,9390.0,10850.0,14566.0,10520.0,6708.0,7982.0,8422.0,61962.0,61962.0,92854.0,42070.0,36136.0,114420.0,59063.0,55357.0,59063.0,33601.0,25462.0,59063.0,580.0,329.0,2753.0,6592.0,29613.0,14495.0,3417.0,750.0,534.0,57833.0,12197.0,45636.0,175648.0,22854.0,152794.0,31977.0,2591.0,29386.0,,0.74,0.34,10.97,11.31,,,,,,,,,,,,,,,,,
Earl town,45,Cleveland,3719140.0,330.0,383.1,0.86,2.0,7.0,15.0,7.0,12.0,2.0,34.0,39.0,160.0,45.0,7.0,0.0,281.0,38.0,6.0,0.0,0.0,5.0,0.0,325.0,5.0,287.0,29.0,149.0,99.0,5.0,5.0,0.0,0.0,287.0,29.0,248.0,10.0,142.0,1.0,12.0,12.0,2.0,6.0,6.0,44.0,5.0,8.0,10.0,15.0,10.0,6.0,0.0,4.0,1.0,36951.0,36951.0,37073.0,,21227.0,142.0,120.0,22.0,120.0,118.0,2.0,120.0,5.0,12.0,24.0,55.0,22.0,2.0,0.0,0.0,0.0,29.0,2.0,27.0,247.0,74.0,173.0,52.0,0.0,52.0,56.0,0.64,,,,,,,,,,,,,,,,,,,,
East Arcadia town,17,Bladen,3719300.0,603.0,268.4,2.25,12.0,39.0,24.0,22.0,68.0,87.0,62.0,105.0,111.0,38.0,25.0,10.0,0.0,589.0,2.0,0.0,0.0,0.0,12.0,603.0,0.0,438.0,51.0,98.0,198.0,57.0,2.0,0.0,32.0,438.0,51.0,296.0,91.0,231.0,21.0,25.0,27.0,11.0,19.0,4.0,2.0,34.0,2.0,15.0,15.0,53.0,3.0,0.0,0.0,0.0,42852.0,42852.0,43984.0,,19083.0,231.0,174.0,57.0,174.0,0.0,174.0,174.0,51.0,7.0,25.0,45.0,14.0,32.0,0.0,0.0,0.0,94.0,15.0,79.0,433.0,42.0,391.0,73.0,27.0,46.0,44.0,0.87,,,,7.0,"Elizabethtown Stormwater Master Plan and Assessment, Phase 1","Elizabethtown experiences frequent flooding with more noticeable impacts in its central subbasin, eastern subbasin, and along Glenwood Drive in the western part of the town. The town is characterized by fairly flat, low-lying topography, which causes floodwaters to stand longer. Golden LEAF flood mitigation grant funds will be used to develop a Stormwater Master Plan. Components of this project include updating the town’s asset inventory, field data collection, modeling of existing watersheds, development of concept plans, and a summary report that will include recommendations. As this is a town-wide project, the benefiting population includes all households and public and private entities in the town.",Town of Elizabethtown,Local Government,Planning,3/9/22,Golden LEAF Foundation Flood Mitigation Program,,,2022.0,6/2/22,132000.0,132000.0,Elizabethtown,Bladen,
East Bend town,197,Yadkin,3719320.0,739.0,564.8,1.31,37.0,50.0,59.0,11.0,105.0,72.0,171.0,71.0,56.0,49.0,30.0,28.0,726.0,0.0,0.0,0.0,0.0,12.0,1.0,711.0,28.0,477.0,57.0,170.0,174.0,55.0,14.0,4.0,3.0,477.0,57.0,344.0,76.0,232.0,6.0,8.0,1.0,11.0,15.0,22.0,8.0,6.0,9.0,28.0,17.0,33.0,41.0,24.0,0.0,3.0,63750.0,63750.0,79375.0,53661.0,25169.0,232.0,175.0,57.0,175.0,170.0,5.0,175.0,2.0,3.0,45.0,67.0,40.0,17.0,0.0,0.0,1.0,122.0,21.0,101.0,475.0,41.0,434.0,107.0,4.0,103.0,6.0,0.63,0.0,0.22,0.22,,,,,,,,,,,,,,,,,
East Flat Rock CDP,89,Henderson,3719420.0,6108.0,1427.6,4.28,191.0,523.0,544.0,399.0,735.0,689.0,1103.0,618.0,530.0,542.0,197.0,37.0,5162.0,290.0,0.0,102.0,0.0,473.0,81.0,4652.0,1456.0,3716.0,510.0,1405.0,1285.0,138.0,322.0,35.0,21.0,3716.0,510.0,2690.0,516.0,2122.0,35.0,228.0,0.0,82.0,102.0,208.0,181.0,70.0,139.0,333.0,141.0,310.0,155.0,96.0,24.0,18.0,50784.0,50784.0,54795.0,38304.0,22883.0,2122.0,1209.0,913.0,1209.0,1044.0,165.0,1209.0,86.0,128.0,135.0,212.0,607.0,23.0,18.0,0.0,0.0,1544.0,282.0,1262.0,3675.0,392.0,3283.0,753.0,84.0,669.0,56.0,0.63,0.0,7.66,7.66,,,,,,,,,,,,,,,,,
East Laurinburg town,165,Scotland,3719620.0,345.0,1796.0,0.19,28.0,15.0,20.0,7.0,37.0,37.0,47.0,49.0,56.0,26.0,19.0,4.0,214.0,87.0,32.0,0.0,0.0,3.0,9.0,327.0,18.0,238.0,56.0,124.0,51.0,7.0,0.0,0.0,0.0,238.0,56.0,175.0,7.0,132.0,29.0,17.0,10.0,16.0,11.0,0.0,9.0,1.0,6.0,13.0,6.0,0.0,6.0,8.0,0.0,0.0,23846.0,23846.0,39375.0,15313.0,14874.0,132.0,65.0,67.0,65.0,57.0,8.0,65.0,5.0,42.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,70.0,46.0,24.0,226.0,104.0,122.0,49.0,11.0,38.0,53.0,0.98,2.37,49.59,51.96,,,,,,,,,,,,,,,,,
Eastover town,51,Cumberland,3719740.0,3740.0,330.2,11.33,237.0,187.0,237.0,357.0,232.0,412.0,387.0,421.0,442.0,488.0,301.0,39.0,2926.0,428.0,84.0,0.0,0.0,0.0,302.0,3599.0,141.0,2490.0,94.0,724.0,956.0,329.0,292.0,38.0,57.0,2490.0,94.0,1680.0,716.0,1388.0,39.0,92.0,82.0,69.0,99.0,110.0,31.0,17.0,71.0,177.0,169.0,173.0,94.0,66.0,44.0,55.0,55174.0,55174.0,65568.0,,25788.0,1388.0,988.0,400.0,988.0,838.0,150.0,988.0,16.0,19.0,88.0,112.0,562.0,170.0,21.0,0.0,0.0,1008.0,96.0,912.0,1878.0,273.0,1605.0,753.0,73.0,680.0,64.0,0.58,19.11,9.48,28.6,,,,,,,,,,,,,,,,,
East Rockingham CDP,153,Richmond,3719800.0,3338.0,976.4,3.42,239.0,162.0,398.0,372.0,196.0,209.0,517.0,438.0,400.0,241.0,99.0,67.0,2103.0,964.0,0.0,1.0,0.0,73.0,197.0,2839.0,499.0,1971.0,409.0,671.0,641.0,111.0,129.0,10.0,0.0,1971.0,409.0,1312.0,250.0,1297.0,151.0,74.0,187.0,128.0,137.0,72.0,19.0,40.0,12.0,73.0,268.0,53.0,70.0,4.0,9.0,0.0,29334.0,29334.0,42750.0,20146.0,15359.0,1297.0,984.0,313.0,984.0,590.0,394.0,984.0,63.0,258.0,385.0,193.0,75.0,10.0,0.0,0.0,0.0,1158.0,631.0,527.0,1757.0,412.0,1345.0,407.0,62.0,345.0,51.0,0.82,0.11,5.07,5.18,,,,,,,,,,,,,,,,,
East Spencer town,159,Rowan,3719860.0,1382.0,656.0,2.11,49.0,34.0,62.0,42.0,66.0,181.0,141.0,196.0,212.0,343.0,48.0,8.0,193.0,1057.0,8.0,0.0,0.0,113.0,11.0,1293.0,89.0,1129.0,150.0,458.0,394.0,114.0,13.0,0.0,0.0,1129.0,150.0,852.0,127.0,641.0,62.0,115.0,19.0,44.0,46.0,30.0,27.0,71.0,13.0,57.0,30.0,39.0,11.0,77.0,0.0,0.0,36250.0,36250.0,58056.0,15481.0,20973.0,641.0,322.0,319.0,322.0,19.0,303.0,322.0,0.0,96.0,144.0,54.0,28.0,0.0,0.0,0.0,0.0,187.0,79.0,108.0,796.0,298.0,498.0,399.0,28.0,371.0,71.0,0.75,1.04,8.11,9.15,,,,,,,,,,,,,,,,,
Eden city,157,Rockingham,3720080.0,14986.0,1055.5,14.2,908.0,774.0,939.0,425.0,1243.0,1818.0,1876.0,1961.0,1941.0,1851.0,817.0,433.0,9424.0,4245.0,159.0,322.0,10.0,215.0,611.0,14152.0,834.0,10697.0,1890.0,3811.0,3309.0,1064.0,514.0,100.0,9.0,10697.0,1890.0,7120.0,1687.0,6474.0,589.0,688.0,408.0,360.0,553.0,380.0,325.0,279.0,361.0,539.0,769.0,534.0,350.0,90.0,156.0,93.0,39083.0,39083.0,49077.0,27449.0,22172.0,6474.0,3451.0,3023.0,3451.0,2682.0,769.0,3451.0,77.0,340.0,1636.0,701.0,540.0,125.0,22.0,0.0,10.0,2686.0,993.0,1693.0,8793.0,1796.0,6997.0,2925.0,361.0,2564.0,77.0,0.73,0.92,10.67,11.6,,,,,,,,,,,,,,,,,
Edenton town,41,Chowan,3720120.0,4640.0,863.3,5.37,379.0,211.0,539.0,177.0,106.0,774.0,430.0,547.0,307.0,647.0,271.0,252.0,1624.0,2768.0,0.0,65.0,0.0,31.0,152.0,4492.0,148.0,3228.0,514.0,955.0,927.0,519.0,181.0,68.0,64.0,3228.0,514.0,1882.0,832.0,2126.0,598.0,103.0,93.0,131.0,48.0,26.0,0.0,262.0,159.0,170.0,94.0,78.0,191.0,48.0,38.0,87.0,40711.0,40711.0,58684.0,16610.0,24968.0,2126.0,810.0,1316.0,810.0,396.0,414.0,810.0,121.0,27.0,41.0,113.0,269.0,71.0,44.0,28.0,96.0,1273.0,727.0,546.0,2134.0,862.0,1272.0,981.0,179.0,802.0,55.0,0.75,1.52,16.03,17.55,5.0,Edenton Old Hertford Hazard Mitigation Project 2022,"The eastern portion of Edenton is subject to stormwater flooding due to the limited capacity of downstream culverts that extend under Old Hertford Road. Golden LEAF flood mitigation grant funds will be used to replace an existing pipe under Old Hertford Road with a box culvert design and replace existing piping downstream of Old Hertford Road with two larger lines. Improving the transport of stormwater runoff from this area will also allow the town to focus on upstream improvements previously limited by this downstream bottleneck. There are households, businesses and residential care homes for adults with special needs in the immediate project area. Due to the bottleneck in this area, areas upstream feel impacts from flooding as well.",Town of Edenton,Local Government,Infrastructure,2/28/22,Golden LEAF Foundation Flood Mitigation Program,,,2022.0,6/2/22,249300.0,249300.0,Edenton,Chowan,
Edneyville CDP,89,Henderson,3720280.0,2782.0,259.1,10.74,217.0,278.0,227.0,70.0,322.0,399.0,329.0,321.0,257.0,251.0,86.0,25.0,2580.0,56.0,0.0,34.0,0.0,112.0,0.0,2295.0,487.0,1668.0,88.0,530.0,660.0,269.0,100.0,21.0,0.0,1668.0,88.0,1190.0,390.0,921.0,78.0,17.0,43.0,38.0,31.0,58.0,15.0,15.0,43.0,60.0,73.0,205.0,124.0,53.0,23.0,45.0,73859.0,73859.0,75357.0,,27125.0,921.0,616.0,305.0,616.0,565.0,51.0,616.0,15.0,8.0,41.0,35.0,325.0,145.0,31.0,16.0,0.0,753.0,257.0,496.0,1628.0,215.0,1413.0,362.0,74.0,288.0,,0.29,0.0,3.45,3.45,,,,,,,,,,,,,,,,,
Efland CDP,135,Orange,3720420.0,804.0,451.5,1.78,122.0,0.0,40.0,38.0,0.0,133.0,143.0,199.0,29.0,100.0,0.0,0.0,482.0,322.0,0.0,0.0,0.0,0.0,0.0,804.0,0.0,604.0,14.0,192.0,238.0,160.0,0.0,0.0,0.0,604.0,14.0,430.0,160.0,263.0,0.0,0.0,0.0,0.0,14.0,0.0,10.0,0.0,36.0,48.0,0.0,18.0,70.0,0.0,67.0,0.0,105625.0,105625.0,106420.0,,30589.0,263.0,249.0,14.0,249.0,154.0,95.0,249.0,0.0,36.0,0.0,96.0,117.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,504.0,14.0,490.0,100.0,0.0,100.0,,0.62,0.44,2.32,2.76,,,,,,,,,,,,,,,,,
Elizabeth City city,139,Pasquotank,3720580.0,17725.0,1514.0,11.71,1472.0,979.0,1229.0,593.0,2518.0,2597.0,2276.0,1697.0,1843.0,1356.0,791.0,374.0,7306.0,9116.0,36.0,227.0,0.0,197.0,843.0,16414.0,1311.0,10934.0,1295.0,3083.0,3630.0,1829.0,896.0,96.0,105.0,10934.0,1295.0,6713.0,2926.0,6405.0,547.0,420.0,512.0,370.0,480.0,254.0,351.0,410.0,135.0,493.0,540.0,811.0,313.0,351.0,336.0,82.0,43024.0,43024.0,61709.0,37167.0,23167.0,6405.0,2429.0,3976.0,2429.0,1392.0,1037.0,2429.0,76.0,84.0,498.0,564.0,948.0,117.0,123.0,7.0,12.0,4155.0,1052.0,3103.0,9320.0,1524.0,7796.0,2309.0,283.0,2026.0,,0.55,9.63,34.03,43.66,6.0,Dawson-Hunter Stormwater Improvement Study,"The Dawson-Hunter neighborhood in Elizabeth City is subject to flooding due to low elevation and proximity to Charles Creek and the Pasquotank River. Repetitive flooding is limiting access for residents, damaging state and local roads, and creating risks of damage to water and sewer pipe beds. Golden LEAF flood mitigation grant funds will be used to perform necessary assessment and analysis of the drainage basin and stormwater infrastructure, and to develop and prioritize stormwater control measures that will mitigate repetitive flooding as cost-effectively as possible. NCDEQ Division of Water Resources awarded the city a $100,000 Water Resources Development Grant to fund 50 percent of eligible costs for stormwater planning in the area; this grant will provide the remaining funding for that planning process. The project will directly benefit households located in the neighborhood.",City of Elizabeth City,Local Government,Planning,3/7/22,Golden LEAF Foundation Flood Mitigation Program,,,2022.0,6/2/22,100000.0,100000.0,Elizabeth City,Pasquotank,
